v1 v2 v3 v4 v5 
0.18589 -0.18071 -0.2071 -0.11857 0.53354 
0.21562 0.1566 0.1077 -0.073446 -0.1971 
0.24534 -0.51384 0.61433 0.20276 -0.27176 
0.27507 -0.040875 -0.029889 -0.23266 0.30502 
0.3048 -0.16974 0.1717 -0.4074 0.39303 
0.33452 -0.25278 0.39725 0.097345 -0.22392 
0.36425 -0.16494 -0.086449 0.35627 -0.050741 
0.39398 -0.011009 0.11267 -0.0088497 -0.084064 
0.45343 -0.32935 0.024101 0.64358 -0.25865 
0.48315 0.15525 0.0051541 0.17206 -0.31619 
0.57233 -0.18446 0.13719 -0.19732 0.24974 
0.63179 -0.06521 0.19287 -0.0032548 -0.1157 
1.375 0.22121 0.20051 0.041033 -0.46944 
-1.3527 0.71129 0.25379 0.26842 -1.25 
-0.87712 0.40662 -0.17903 -0.56568 0.30248 
-0.25286 0.20679 0.1536 0.24236 -0.5842 
-0.22314 -0.23433 0.17087 -0.12611 0.20903 
-0.19341 0.21842 0.42167 -0.58636 -0.10788 
-0.16368 0.053238 -0.47921 -0.12221 0.5811 
-0.10423 -0.038993 0.090062 0.041485 -0.06965 
-0.074503 0.11721 -0.17763 -0.041173 0.12164 
-0.044777 0.066986 0.50137 0.079542 -0.64888 
-0.01505 0.024428 -0.023779 0.20262 -0.16741 
0.014676 0.033103 0.059104 -0.17602 0.088147 
0.044403 -0.10274 -0.068283 -0.26502 0.44882 
0.07413 -0.0958 0.072117 -0.0028307 0.050734 
0.10386 0.17475 0.0011499 -0.030707 -0.13669 
0.13358 -0.27363 -0.1127 -0.33523 0.74233 
0.16331 0.19453 -0.0015141 0.069884 -0.24837 
0.19304 -0.56901 -0.24649 0.38557 0.52723 
0.22276 -0.03688 0.3157 0.111 -0.37301 
0.25249 -0.34432 -0.11769 -0.2559 0.74905 
0.28222 0.16074 -0.099445 -0.10668 0.054221 
0.31194 -0.041507 -0.53519 0.0043285 0.623 
0.34167 -0.14107 -0.048813 0.1965 0.040514 
0.3714 0.051924 -0.2227 -0.084775 0.27881 
0.40112 0.036 -0.015039 -0.14642 0.1353 
0.43085 -0.19189 0.20484 0.055273 -0.040173 
0.46057 0.14462 -0.0069819 -0.14996 0.014624 
0.52003 -0.40728 -0.11421 0.083156 0.49744 
0.54975 -0.20796 0.015186 0.4451 -0.18633 
0.57948 0.25098 0.28759 -0.039625 -0.50976 
0.60921 -0.15706 -0.18902 0.17824 0.22147 
0.66866 -0.029863 0.13183 0.43272 -0.48652 
1.3524 0.2998 -0.1899 0.0964 -0.18745 
1.3821 -0.15373 -0.19394 0.029867 0.36089 
-0.86997 0.25283 0.23685 0.2853 -0.75262 
-0.18626 -0.11693 -0.0037915 0.03573 0.12467 
-0.15654 0.053552 -0.077601 -0.20687 0.24608 
-0.097083 0.17189 0.14387 0.11168 -0.40781 
-0.067357 -0.10402 -0.12083 -0.00035471 0.26715 
-0.03763 -0.14626 0.10207 -0.44668 0.49294 
-0.0079038 0.014307 0.090666 -0.037688 -0.045725 
0.021823 0.59183 -0.23197 0.054668 -0.40744 
0.051549 0.0092169 0.26904 0.55602 -0.77874 
0.081276 0.10853 0.015659 -0.016344 -0.087115 
0.111 0.5845 0.037739 0.3199 -0.92874 
0.14073 0.063934 0.13915 -0.22952 0.028844 
0.17046 0.073146 0.2366 0.19403 -0.4765 
0.20018 0.36246 -0.14426 0.19749 -0.38811 
0.22991 -0.040943 -0.094188 -0.030463 0.20011 
0.25964 0.0014733 0.014849 0.14063 -0.11822 
0.28936 -0.2019 0.0061811 0.06289 0.17936 
0.31909 0.051374 0.20052 0.10452 -0.33239 
0.34881 -0.15677 0.2282 0.10494 -0.14045 
0.37854 -0.029767 -0.077268 0.22976 -0.071204 
0.40827 0.23105 -0.13646 -0.12549 0.043435 
0.43799 0.046489 -0.17425 -0.69168 0.80519 
0.46772 0.6463 0.0068029 -0.081999 -0.58874 
0.49745 -0.18971 0.49328 0.048464 -0.33085 
0.5569 -0.11429 -0.055059 0.16115 0.05912 
0.58663 0.29353 -0.23267 0.46977 -0.47503 
0.61635 0.14796 -0.11999 0.15619 -0.1471 
0.64608 -0.29841 0.1686 0.32438 -0.13115 
0.67581 -0.16809 0.22511 0.24068 -0.25124 
1.1217 -0.099734 -0.29485 -0.29359 0.71738 
1.3595 -0.075359 -0.12495 0.26479 -0.0052739 
-1.3385 -0.24579 -0.15302 0.2269 0.24829 
-1.1898 0.32048 -0.38401 -0.11571 0.20646 
-1.1601 -0.41951 -0.11424 -0.1661 0.7574 
-1.1304 -0.056469 0.078663 0.16584 -0.13921 
-1.1006 -0.046192 0.021203 -0.31982 0.36119 
-1.0709 -0.03595 -0.098212 -0.11286 0.28326 
-1.0412 -0.27153 -0.022118 -0.13768 0.47706 
-1.0115 -0.078802 -0.016505 -0.44551 0.55213 
-0.98173 -0.020297 0.2896 0.02738 -0.2702 
-0.95201 0.12925 0.044301 0.044322 -0.18782 
-0.89255 0.13647 -0.074087 -0.073598 0.038139 
-0.86283 0.065773 0.11728 0.066361 -0.21729 
-0.2683 0.1644 -0.050293 -0.25353 0.1506 
-0.23857 0.14131 0.073604 0.17078 -0.34882 
-0.20884 -0.3235 0.44818 -0.28421 0.1754 
-0.14939 0.10529 0.16813 0.32641 -0.55415 
-0.11966 0.0626 -0.073281 0.0039381 0.043831 
-0.089937 0.1534 -0.001817 -0.20528 0.066667 
-0.060211 0.022597 0.027976 -0.28753 0.25093 
-0.030484 0.0028628 0.13742 -0.040956 -0.071822 
-0.00075753 0.094791 -0.23914 -0.12089 0.29941 
0.028969 -0.38432 0.18423 0.0086794 0.24476 
0.058696 -0.012784 -0.38688 -0.012357 0.46789 
0.088422 -0.14088 -0.18425 -0.074136 0.44906 
0.11815 0.10624 -0.058739 -0.31122 0.27489 
0.14788 -0.1148 0.20067 0.0040271 -0.054784 
0.1776 0.14161 -0.28057 -0.38262 0.53614 
0.20733 -0.027492 0.11323 -0.035044 -0.019675 
0.23705 0.081014 -0.20886 -0.25201 0.4041 
0.26678 0.057268 -0.24291 -0.081761 0.30693 
0.29651 0.042126 -0.074788 0.055144 0.019625 
0.32623 -0.31874 -0.067006 -0.044871 0.48812 
0.35596 -0.04472 -0.17656 -0.04523 0.31189 
0.38569 -0.013202 -0.37167 0.090374 0.35697 
0.41541 0.21878 -0.15508  0.43 -0.43223 
0.44514 -0.20963 -0.40431 -0.42836 1.0819 
0.47487 0.253 -0.042912 0.25211 -0.42099 
0.50459 0.071199 0.078967 -0.076024 -0.05065 
0.53432 -0.20568 -0.15039 -0.037345 0.44831 
0.56405 -0.035991 -0.044859 -0.28334 0.3857 
0.59377 -0.549 0.097406 -0.16294 0.6703 
0.6235 0.025643 0.26897 -0.05426 -0.22161 
0.65323 -0.0066897 0.21613 -0.087779 -0.10069 
0.74241 -0.57854 0.20874 -0.23396 0.65096 
1.3369 0.2044 -0.15585 -0.098676 0.074901 
-0.26115 0.22217 -0.37933 0.036728 0.17222 
-0.23142 -0.013117 -0.064921 -0.11857 0.23708 
-0.17197 0.18366 -0.086049 -0.1308 0.061321 
-0.14224 -0.32593 0.57309 0.16864 -0.36586 
-0.11252 0.16917 0.19603 -0.2224 -0.1339 
-0.082791 -0.22605 -0.13016 -0.14228 0.55394 
-0.053064 -0.55278 0.17791 -0.026298 0.47072 
-0.023338 -0.088463 0.076989 0.1864 -0.11481 
0.0063887 0.23614 -0.12799 0.097557 -0.16261 
0.036115 -0.11197 0.32278 -0.21967 0.029674 
0.065842 0.42338 0.21221 0.07029 -0.69306 
0.095568 0.18875 -0.21582 -0.021214 0.090169 
0.15502 0.031611 -0.02045 0.36286 -0.30426 
0.18475 0.17762 0.41547 -0.13693 -0.45231 
0.21447 0.085887 -0.16452 -0.1481 0.26363 
0.2442 -0.27624 -0.022199 -0.38678 0.72122 
0.27393 -0.3163 0.12387 -0.25239 0.48588 
0.30365 -0.092082 0.21206 -0.17999 0.087731 
0.33338 -0.42004 0.19021 -0.09798 0.38324 
0.36311 -0.018095 0.10981 0.26152 -0.29383 
0.39283 -0.16661 -0.18075 -0.44144 0.82161 
0.42256 0.17689 0.12501 0.046173 -0.3171 
0.45229 0.16277 -0.24128 -0.057941 0.1786 
0.48201 0.21323 0.11089 0.27877 -0.55698 
0.51174 -0.085069 0.12758 0.16479 -0.15139 
0.54147 0.2739 -0.0024353 -0.2278 -0.032204 
0.57119 -0.18408 -0.011164 0.5788 -0.28518 
0.60092 -0.12344 0.42904 -0.044824 -0.23192 
0.63065 0.16074 0.064305 -0.033013 -0.16275 
0.6901 -0.0041932 0.22788 -0.18042 -0.021925 
0.74955 -0.22647 0.10949 0.26883 -0.078689 
1.0171 -0.29257 -0.17826 -0.24037 0.76621 
1.3144 0.24203 -0.13705 0.23528 -0.28729 
1.3441 -0.23838 -0.19902 -0.34483 0.82736 
-1.3242 0.20007 0.052097 -0.10585 -0.11642 
-1.2053 0.21967 0.11825 0.35784 -0.63728 
-0.22428 -0.31114 0.013812 -0.19389 0.54914 
-0.19455 -0.021283 0.13355 0.060381 -0.12081 
-0.1351 -0.0013906 -0.10671 0.12611 0.048858 
-0.10537 -0.062375 0.11758 -0.1893 0.17154 
-0.075645 0.049111 0.30305 -0.51029 0.15668 
-0.045918 -0.32213 -0.033759 -0.36915 0.77348 
-0.016192 0.010093 0.27466 -0.094101 -0.15861 
0.013535 -0.1143 0.013054 -0.20843 0.3541 
0.043262 -0.085504 0.18493 -0.26894 0.1995 
0.072988 0.13196 -0.16657 0.32147 -0.21165 
0.10271 -0.10931 0.12563 0.12109 -0.075271 
0.13244 -0.015798 0.3515 0.064656 -0.35909 
0.16217 0.077687 -0.10243 -0.13156 0.19961 
0.19189 0.17973 -0.013871 0.093169 -0.21048 
0.25135 0.012663 0.0044875 -0.28612 0.30023 
0.28107 0.1528 -0.020655 -0.074584 -0.018921 
0.3108 0.017934 -0.18537 -0.16448 0.38068 
0.34053 -0.17928 -0.25842 -0.13677 0.64125 
0.37025 -0.079141 -0.14167 -0.25616 0.52324 
0.39998 -0.29922 0.078238 0.34292 -0.02966 
0.42971 0.18364 0.14466 -0.0004766 -0.29386 
0.45943 0.21832 -0.070282 -0.16941 0.051499 
0.48916 -0.61206 -0.040136 -0.22807 0.95745 
0.51889 0.17749 -0.00073729 -0.090544 -0.051232 
0.54861 0.075991 0.039765 0.071927 -0.13666 
0.57834 0.054593 0.46848 -0.37037 -0.15253 
0.69725 -0.48974 -0.23419 0.45936 0.39232 
0.78643 -0.24459 0.09831 -0.076705 0.28094 
0.96478 0.042287 0.36437 0.032157 -0.40417 
1.0242 -0.31733 0.12434 -0.25611 0.49764 
1.054 -0.0054407 -0.51797 -0.10783 0.70159 
1.1134 -0.10974 -0.25456 0.074609 0.36691 
1.1431 0.21444 -0.11728 -0.29823 0.22454 
1.1729 0.19911 0.46049 -0.36585 -0.30205 
1.2026 0.064379 -0.3341 -0.037097 0.36889 
1.2918 0.13265 -0.082358 0.18253 -0.17161 
1.3512 0.15393 0.50812 -0.12567 -0.527 
-1.317 0.13469 0.16486 -0.55049 0.25557 
-1.1981 0.026005 -0.23918 -0.1377 0.41133 
-0.1874 -0.024982 0.24242 0.32691 -0.47084 
-0.15768 0.23354 0.25259 -0.076916 -0.38136 
-0.12795 0.31572 0.19365 0.002091 -0.48035 
-0.068498 0.43359 0.3019 -0.11999 -0.60579 
-0.038772 0.49281 -0.30983 -0.055556 -0.087329 
-0.0090453 -0.07854 -0.05558 -0.12737 0.32045 
0.020681 -0.038368 -0.51261 0.12493 0.5225 
0.050408 0.06057 -0.41087 -0.43553 0.83118 
0.080134 0.21904 -0.31701 -0.1982 0.34383 
0.10986 0.014595 -0.45228 0.37422 0.1714 
0.13959 0.12886 -0.14846 0.079798 0.0048339 
0.16931 0.46338 0.068665 0.13987 -0.63433 
0.19904 0.13798 0.27574 -0.17585 -0.21212 
0.22877 -0.31254 0.062177 0.3452 0.0069259 
0.25849 0.00060908 0.061485 -0.07728 0.067027 
0.28822 0.011277 0.21657 0.094457 -0.26641 
0.31795 0.013118 0.083562 0.36493 -0.38014 
0.34767 -0.36475 0.18044 0.11642 0.15096 
0.3774 0.22987 -0.26985 0.04806 0.05415 
0.40713 0.22053 0.1991 0.00088468 -0.38372 
0.43685 -0.36213 -0.095514 -0.22186 0.75165 
0.46658 0.024692 -0.43242 -0.23975 0.7101 
0.49631 0.085285 -0.047349 0.11447 -0.087023 
0.67467 0.038418 0.32578 0.48309 -0.77072 
0.79357 0.29984 0.14201 0.18986 -0.58373 
0.91248 -0.0022397 0.22748 0.077487 -0.2477 
0.9422 -0.20494 0.047337 0.39529 -0.13847 
0.97193 -0.013068 -0.48566 0.20537 0.39264 
1.0314 -0.10237 0.0049623 0.30351 -0.11789 
1.0611 -0.04255 0.29614 -0.1963 -0.022525 
1.0908 -0.047861 -0.20261 -0.26736 0.57198 
 1.18 -0.021499 -0.10886 0.0052447 0.19247 
1.2097 -0.15723 0.031629 -0.13469 0.3195 
1.3584 0.33746 -0.048786 -0.18139 -0.078901 
-1.3099 -0.21325 0.31457 -0.15333 0.10747 
-1.2801 0.017753 -0.23604 -0.036229 0.33028 
-1.2504 -0.14313 -0.33925 0.061943 0.51839 
-1.2207 0.072392 -0.21583 -0.44091 0.62684 
-1.191 0.017035 0.11493 -0.15118 0.069868 
-0.92342 -0.17294 -0.14687 0.26442 0.16035 
-0.8937 0.30922 0.0023036 0.23296 -0.47957 
-0.86397 -0.049867 0.12863 -0.10113 0.080168 
-0.001899 -0.20976 0.21517 -0.097441 0.15606 
0.11701 -0.10068 -0.088841 -0.45928 0.69484 
0.14673 0.16811 -0.10714 -0.18149 0.17016 
0.17646 -0.5529 0.42455 0.0093426 0.2023 
0.20619 -0.36417 -0.070535 0.10449 0.43224 
0.23591 -0.22828 -0.049721 -0.32507 0.66487 
0.26564 -0.019978 -0.088562 0.32052 -0.11555 
0.29537 0.32227 -0.22973 -0.37259 0.31223 
0.32509 0.086478 -0.2801 -0.15941 0.41779 
0.38455 -0.019682 -0.40008 0.21337 0.31022 
0.41427 -0.14245 -0.18545 -0.41915 0.80327 
0.47373 -0.27397 0.19128 -0.20025 0.34489 
0.56291 -0.13582 0.44389 0.19209 -0.43125 
0.59263 -0.14313 -0.19519 0.21337 0.22672 
0.62236 -0.49851 0.35405 -0.094792 0.31509 
0.74126 0.14944 -0.13375 -0.14969 0.18838 
0.86017 -0.08296 0.0086446 -0.13178 0.26962 
0.91962 0.25923 -0.22111 0.12564 -0.092521 
0.94935 -0.32392 -0.41771 -0.30935 1.1378 
0.97908 0.18808 0.0026313 -0.047629 -0.090472 
1.0088 0.25494 -0.34435 0.08654 0.077551 
1.0385 -0.042295 0.021663 -0.18498 0.26214 
1.0683 0.070639 0.048364 0.3225 -0.3573 
1.098 -0.31808 0.56096 0.18629 -0.35477 
1.1277 0.070534 0.13382 0.002872 -0.1499 
1.1574 -0.34854 -0.11565 0.19797 0.37608 
1.3358 -0.012255 0.12639 -0.012227 -0.04005 
1.3655 0.10571 -0.54271 -0.09875 0.6163 
-0.946 -0.17943 0.43685 -0.20132 -0.0043932 
-0.91628 0.42732 -0.13725 0.26787 -0.48358 
-0.85682 0.01524 -0.091891 -0.103 0.25155 
0.24306 -0.10691 0.14974 -0.37097 0.37703 
0.27279 -0.15247 -0.14617 0.58294 -0.15029 
0.30251 0.04042 -0.03606 0.17237 -0.089515 
0.33224 0.21458 -0.1316 0.18426 -0.18562 
0.36197 -0.35878 -0.22333 -0.2463 0.92019 
0.5106 0.016771 -0.12503 0.050542 0.14206 
0.59978 0.23391 -0.24586 0.37207 -0.26083 
0.65923 0.47709 0.032629 0.0035908 -0.46914 
0.71868 0.063726 -0.16587 -0.11553 0.28918 
0.80786 -0.33611 0.015375 0.16824 0.26083 
0.86732 -0.018792 -0.49139 0.060933 0.55429 
0.89704 -0.046243 -0.1722 -0.071025 0.37144 
0.92677 -0.20759 -0.084352 -0.18005 0.55219 
0.9565 0.21037 0.01824 -0.25479 0.069572 
0.98622 0.47604 -0.36656 0.13155 -0.16838 
1.0159 -0.40076 -0.070872 0.15597 0.43139 
1.0754 0.043215 -0.41274 -0.018734 0.47989 
1.1051 -0.0015137 -0.41862 -0.042357 0.55557 
1.1349 -0.13111 -0.029562 0.29368 -0.026588 
1.224 0.069725 0.32582 0.44751 -0.7556 
1.2835 0.11133 0.16768 -0.21596 -0.017837 
-0.96858 0.12284 0.053917 0.07473 -0.17309 
-0.93886 0.018476 -0.075706 -0.071409 0.20951 
-0.84968 -0.2136 0.59888 -0.053286 -0.26771 
-0.81995 0.39795 0.069388 -0.0076748 -0.40535 
0.27993 -0.037322 -0.0036321 -0.021675 0.1471 
0.30966 0.24135 0.11107 0.1558 -0.43433 
0.33939 -0.16634 -0.40737 -0.062061 0.74507 
0.36911 0.10964 -0.22109 0.069728 0.13388 
0.42857 0.33711 0.57388 -0.58858 -0.32998 
0.45829 -0.074808 -0.049936 0.081894 0.13931 
0.48802 -0.08067 0.21772 0.29419 -0.33223 
0.5772 0.13219 -0.12522 -0.20042 0.26032 
0.81501 -0.16275 0.0070768 -0.031846 0.27871 
0.84474 0.12988 0.1519 -0.19198 -0.035582 
0.87446 -0.14435 -0.082465 -0.17449 0.4855 
0.90419 0.39158 -0.33358 -0.0073911 0.023613 
0.93392 -0.19449 0.36411 0.082597 -0.16812 
0.96364 -0.0084962 -0.014868 0.26254 -0.13575 
0.99337 0.136 -0.12286 0.40125 -0.30505 
1.0231 -0.33266 -0.10209 0.368 0.20247 
1.142 0.70839 -0.30447 0.098995 -0.44263 
1.1717 0.68082 -0.064521 0.16595 -0.72705 
1.2015 0.007063 -0.20087 -0.21249 0.48389 
1.2906 0.32283 0.06837 -0.26423 -0.0861 
-1.2884 0.052334 0.14335 0.18238 -0.28415 
-0.99116 0.11287 -0.45701 -0.060693 0.5066 
0.28708 0.0090793 0.0081646 0.013629 0.060302 
0.34653 0.11895 -0.032872 -0.037623 0.03408 
0.37626 0.44737 0.17473 -0.1937 -0.38786 
0.40598 -0.027042 -0.072576 -0.026649 0.22077 
0.55462 -0.39711 -0.30001 -0.082784 0.90488 
0.73298 -0.16096 0.1426 -0.31697 0.40726 
0.79243 -0.055364 -0.25637 -0.010637 0.42869 
0.85188 -0.059396 -0.20845 0.27727 0.11534 
0.88161 -0.13156 0.10485 0.25463 -0.11533 
0.91134 0.091406 -0.22897 -0.064426 0.29385 
0.94106 0.14909 -0.33399 0.58742 -0.26284 
0.97079 -0.24369 -0.21552 0.32633 0.27317 
1.0005 -0.036258 0.21951 -0.17769 0.064653 
1.0302 -0.13895 0.14531 -0.13217 0.20937 
1.1194 0.22399 -0.22108 0.2012 -0.10213 
1.1491 -0.26613 -0.0036308 0.18249 0.2085 
1.1789 0.16049 -0.020564 0.07896 -0.13128 
1.2383 0.20137 -0.13604 0.083137 -0.05758 
1.2681 0.016227 0.28272 0.22146 -0.42815 
-1.2813 0.03873 -0.14206 -0.22459 0.41522 
-1.2516 -0.0054757 0.43875 -0.029478 -0.32788 
-1.2218 -0.48563 -0.013375 -0.19677 0.81211 
-1.0732 -0.49244 0.13255 0.077298 0.41182 
-1.0435 0.17307 0.12663 -0.12654 -0.1004 
-1.0137 -0.056951 0.2182 0.048529 -0.11437 
-0.83538 0.17139 0.10584 -0.28065 0.066325 
-0.80566 -0.30581 0.17884 0.034587 0.20449 
0.29422 -0.15279 0.037912 -0.14613 0.35735 
0.32395 0.128 0.10083 0.20579 -0.33408 
0.3834 0.041596 -0.197 -0.23529 0.4797 
0.50231 -0.022676 0.5793 0.29947 -0.76245 
0.65094 0.19818 -0.095377 -0.12451 0.10375 
0.74012 0.025742 -0.14898 0.14962 0.088718 
0.76985 0.07332 0.24425 -0.10647 -0.13625 
0.85903 -0.28826 -0.19375 -0.16974 0.76621 
0.88876 -0.25456 -0.12731 -0.2375 0.72365 
0.91848 0.14424 -0.083622 -0.031579 0.062476 
0.94821 0.096523 0.10043 -0.1172 -0.00019986 
0.97794 0.046494 -0.07482 -0.61224 0.69651 
1.0077 0.29848 0.26844 0.23962 -0.72251 
1.1266 -0.20137 0.031642 0.10197 0.18515 
1.1563 0.14319 -0.066031 -0.017174 0.031781 
1.186 -0.34271 0.061905 0.10462 0.30127 
1.2455 -0.42497 0.16857 -0.19015 0.55071 
1.2752 -0.43986 0.061657 0.099923 0.4092 
-1.2741 0.32081 -0.2501 -0.1102 0.12996 
-1.1552 -0.0037021 -0.17783 -0.51092 0.77149 
-1.1255 0.29549 0.24988 -0.39819 -0.099771 
-1.0958 -0.13671 -0.21667 -0.17794 0.64439 
-1.066 0.38816 -0.15099 -0.38404 0.20878 
-0.82824 -0.066021 0.18947 0.061587 -0.079033 
-0.79851 -0.070903 -0.27862 -0.31557 0.76717 
0.30137 0.22622 0.2254 0.027031 -0.39539 
0.50946 0.14925 0.03041 0.18166 -0.25274 
0.62836 0.15137 -0.20114 -0.17115 0.31543 
0.74727 -0.40563 -0.11537 -0.1233 0.77342 
0.80672 0.22472 0.25328 -0.43738 0.0083246 
0.83645 -0.43083 -0.066689 -0.40615 1.0119 
0.8959 -0.079181 -0.48611 0.13422 0.57574 
0.95536 -0.21502 -0.18453 -0.13372 0.6529 
1.104 -0.14953 0.26038 0.35723 -0.33914 
1.1337 0.35439 0.30939 -0.26271 -0.35062 
1.1634 0.4501 -0.26689 0.038969 -0.12848 
1.2526 -0.064439 -0.16174 0.15866 0.1973 
-1.267 -0.058197 -0.090638 -0.039161 0.30757 
-0.88054 -0.20118 -0.031215 -0.019358 0.37894 
0.3977 0.18925 -0.18286 0.018237 0.087785 
0.5166 0.16052 -0.24509 -0.047391 0.24453 
0.63551 -0.11848 0.17887 0.08271 -0.024044 
0.75442 -0.4904 -0.12158 0.21005 0.56817 
0.78414 0.28518 0.27299 -0.10866 -0.37424 
0.81387 0.087144 0.13328 -0.022506 -0.0972 
0.8436 -0.006039 0.019569 -0.34313 0.41889 
1.0814 0.43211 -0.26199 0.045585 -0.11292 
1.1111 0.19195 0.34744 0.070324 -0.51938 
1.1409 0.22071 -0.49911 0.10212 0.30796 
1.1706 -0.34698 0.32081 0.32384 -0.1538 
 1.23 0.45433 -0.0022396 0.27169 -0.61887 
-1.2598 -0.047793 0.30846 0.024635 -0.17342 
-1.2301 -0.037313 0.027541 -0.016769 0.14838 
-0.96258 0.046421 -0.19702 -0.2303 0.49307 
-0.93285 0.22659 0.19001 0.15194 -0.45929 
0.40484 -0.026654 -0.1952 -0.0076785 0.3621 
0.52375 0.11162 0.18215 -0.069127 -0.12346 
0.5832 0.14724 -0.31683 -0.26221 0.54109 
0.67238 -0.16613 0.049411 0.030549 0.21849 
0.73184 -0.1778 -0.035234 0.0083966 0.34022 
0.76156 -0.13636 -0.13975 -0.20715 0.60591 
0.79129 0.06101 -0.030574 0.041746 0.050392 
0.82102 0.22411 -0.1124 -0.079677 0.075497 
0.85074 0.0037078 -0.42878 -0.27793 0.82569 
0.88047 -0.28381 -0.035329 -0.19599 0.64288 
0.91019 0.12425 0.018515 0.10289 -0.12512 
0.99937 0.16678 -0.021744 0.071369 -0.098861 
1.0291 0.6928 0.35675 0.23491 -1.2069 
1.0588 -0.2258 -0.077005 -0.11921 0.55357 
1.0886 0.2845 -0.087804 -0.096375 0.0010072 
1.1183 0.18256 0.41752 -0.56158 0.011747 
1.2669 -0.13287 -0.17312 0.41671 0.057747 
-1.2527 -0.11205 -0.069991 -0.33773 0.63591 
-1.1932 -0.1137 -0.33368 -0.073625 0.6688 
-1.1635 -0.14989 -0.21508 -0.02562 0.53837 
-0.95543 -0.2659 0.098607 -0.026676 0.33388 
-0.9257 0.15384 -0.081141 0.018028 0.034415 
-0.89598 0.090368 0.28813 -0.30687 0.016556 
-0.86625 0.088478 -0.012793 -0.20089 0.2356 
0.41199 0.13609 0.24632 0.11559 -0.38061 
0.47144 0.24904 0.0062722 0.11137 -0.24516 
0.5309 -0.002243 -0.048969 -0.2299 0.39695 
0.59035 0.20634 -0.036123 -0.018896 -0.034316 
0.73898 -0.18965 -0.13386 -0.052056 0.52007 
0.79843 0.15423 0.36156 0.029132 -0.44041 
0.85789 0.051119 -0.13013 0.27448 -0.043184 
0.88761 -0.05206 0.14168 -0.0067788 0.042834 
0.91734 0.4037 0.35499 0.35102 -0.99779 
0.94707 0.23953 0.026718 -0.11079 -0.050138 
0.97679 0.14533 0.3505 0.13699 -0.51952 
1.0065 -0.05883 0.45446 -0.011052 -0.27389 
1.2443 0.08868 -0.067202 0.20101 -0.080856 
-1.1266 0.26418 -0.3582 -0.52647 0.72095 
-1.0969 0.24968 0.21833 0.17545 -0.51996 
-0.85911 0.10868 0.28147 -0.30407 0.0091793 
-0.79965 0.16249 -0.08024 0.3077 -0.23707 
-0.76993 0.36064 -0.25918 -0.29644 0.30092 
0.38941 0.037504 0.33227 0.31874 -0.54685 
0.62722 0.38531 -0.23313 0.10752 -0.12781 
0.68667 0.16723 0.14241 -0.047396 -0.14571 
0.74613 0.25078 0.31271 -0.079199 -0.38355 
0.77585 -0.39169 0.055467 -0.6007 1.0537 
0.92449 -0.16165 -0.14189 -0.18362 0.62861 
1.2218 0.17235 -0.24409 -0.082494 0.28662 
1.3109 -0.1573 0.16566 0.48104 -0.31576 
-1.0898 -0.070626 0.054248 0.24578 -0.06493 
-1.06 -0.3598 0.16413 -0.59099 0.90459 
-0.76278 -0.29382 0.22651 0.36974 -0.1233 
1.2289 -0.058449 0.22716 -0.26919 0.21915 
1.2884 -0.097198 0.039632 0.052112 0.15853 
-1.0232 -0.16212 0.29716 0.10349 -0.082417 
-0.99345 -0.015405 -0.084749 -0.12326 0.37252 
-0.96372 -0.47468 0.15378 -0.017557 0.51271 
-0.75563 -0.16599 -0.28923 -0.43871  1.04 
0.43343 0.28716 0.19888 -0.409 0.018812 
0.49288 -0.13961 0.20766 0.44295 -0.32782 
0.58206 0.18246 -0.20492 -0.129 0.29341 
0.61179 -0.16723 -0.13018 -0.041015 0.50522 
0.73069 0.63752 -0.26983 0.062672 -0.3005 
1.2063 -0.0040607 0.2825 0.27075 -0.39049 
1.236 -0.14393 0.33755 0.08858 -0.13025 
1.2658 -0.14261 0.0028033 0.13894 0.17249 
1.2955 0.20597 0.3795 -0.11125 -0.36073 
1.3252 0.015226 -0.2264 -0.28199 0.63587 
-1.1944 0.34434 0.29403 0.5431 -1.0183 
-0.92685 -0.12172 -0.33267 0.31141 0.34947 
-0.89712 -0.093715 -0.12257 -0.20663 0.58059 
-0.86739 0.36498 0.025158 0.49069 -0.70974 
-0.77821 0.31992 0.30602 -0.13843 -0.37193 
-0.74849 0.013752 0.056909 -0.025951 0.11034 
0.52975 -0.29633 -0.29296 -0.12655 0.90032 
0.61893 -0.1984 -0.27513 -0.0090031 0.66829 
0.73784 -0.14302 0.17547 0.12066 0.016597 
0.82702 0.16714 0.13431 0.28704 -0.42463 
1.1243 0.27604 0.30243 0.43737 -0.85631 
1.1837 0.53175 -0.060249 0.1297 -0.46228 
1.2432 0.23492 -0.1658 0.22728 -0.12659 
-0.86025 -0.056665 -0.2783 0.19505 0.33908 
-0.83052 0.013251 -0.16452 -0.40622 0.7039 
-0.80079 -0.18675 -0.0019985 0.1575 0.22263 
-0.77107 0.076856 0.0033212 -0.045865 0.12561 
0.71526 0.37267 0.15396 0.42503 -0.78426 
1.072 -0.22668 -0.2509 -0.088517 0.75452 
1.1314 -0.37685 -0.20716 -0.6143 1.3567 
1.1909 -0.01892 -0.45534 -0.071198 0.73182 
1.2206 -0.028862 0.095382 -0.040404 0.13646 
1.2503 0.47064 -0.085272 0.19049 -0.41981 
-0.8531 -0.063604 -0.12118 -0.14373 0.5041 
-0.82337 0.10209 -0.12701 -0.32517 0.50253 
